"term","name"
"GO:2000234","positive regulation of rRNA processing"
"GO:2000235","regulation of tRNA processing"
"GO:2000238","regulation of tRNA export from nucleus"
"GO:2000278","regulation of DNA biosynthetic process"
"GO:2000282","regulation of amino acid biosynthetic process"
"GO:2000311","regulation of AMPA receptor activity"
"GO:2000369","regulation of clathrin-dependent endocytosis"
"GO:2000370","positive regulation of clathrin-dependent endocytosis"
"GO:2000397","positive regulation of ubiquitin-dependent endocytosis"
"GO:2000434","regulation of protein neddylation"
"GO:2000601","positive regulation of Arp2/3 complex-mediated actin nucleation"
"GO:2000622","regulation of nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"
"GO:2000640","positive regulation of SREBP signaling pathway"
"GO:2000711","positive regulation of maintenance of meiotic sister chromatid cohesion, centromeric"
"GO:2000728","regulation of mRNA export from nucleus in response to heat stress"
"GO:2000749","positive regulation of rDNA heterochromatin formation"
"GO:2000765","regulation of cytoplasmic translation"
"GO:2000766","negative regulation of cytoplasmic translation"
"GO:2000767","positive regulation of cytoplasmic translation"
"GO:2000779","regulation of double-strand break repair"
"GO:2000785","regulation of autophagosome assembly"
"GO:2000786","positive regulation of autophagosome assembly"
"GO:2000805","negative regulation of termination of RNA polymerase II transcription, poly(A)-coupled"
"GO:2000813","negative regulation of barbed-end actin filament capping"
"GO:2000819","regulation of nucleotide-excision repair"
"GO:2000876","positive regulation of glyoxylate cycle"
"GO:2000877","negative regulation of oligopeptide transport"
"GO:2000879","negative regulation of dipeptide transport"
"GO:2000883","positive regulation of starch catabolic process"
"GO:2000910","negative regulation of sterol import"
"GO:2000911","positive regulation of sterol import"
"GO:2001032","regulation of double-strand break repair via nonhomologous end joining"
"GO:2001033","negative regulation of double-strand break repair via nonhomologous end joining"
"GO:2001034","positive regulation of double-strand break repair via nonhomologous end joining"
"GO:2001040","positive regulation of cellular response to drug"
"GO:2001042","negative regulation of septum digestion after cytokinesis"
"GO:2001043","positive regulation of septum digestion after cytokinesis"
"GO:2001125","negative regulation of translational frameshifting"
"GO:2001158","positive regulation of L-proline catabolic process"
"GO:2001159","regulation of protein localization by the Cvt pathway"
"GO:2001172","positive regulation of glycolytic fermentation to ethanol"
"GO:2001196","positive regulation of lysine biosynthetic process via alpha-aminoadipate and saccharopine"
"GO:2001208","negative regulation of transcription elongation by RNA polymerase I"
"GO:2001209","positive regulation of transcription elongation by RNA polymerase I"
"GO:2001210","regulation of isopentenyl diphosphate biosynthetic process, mevalonate pathway"
"GO:2001225","regulation of chloride transport"
"GO:2001234","negative regulation of apoptotic signaling pathway"
"GO:2001246","negative regulation of phosphatidylcholine biosynthetic process"
"GO:2001247","positive regulation of phosphatidylcholine biosynthetic process"
"GO:2001278","positive regulation of L-leucine biosynthetic process"
"GO:2001280","positive regulation of unsaturated fatty acid biosynthetic process"
"GO:2001295","malonyl-CoA biosynthetic process"
