# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "10" "-F" "GTF" "-t" "exon" "-g" "gene_id" "-p" "-B" "-C" "-s" "2" "-a" "/mnt/d/GIS/yeast_metabolomics_2017/ref/downloads/sacCer3.gtf" "-o" "/mnt/d/GIS/yeast_metabolomics_2017/counts/gene_counts.txt" "/mnt/d/GIS/yeast_metabolomics_2017/alignments/AE1.sorted.bam" "/mnt/d/GIS/yeast_metabolomics_2017/alignments/AE2.sorted.bam" "/mnt/d/GIS/yeast_metabolomics_2017/alignments/AE3.sorted.bam" "/mnt/d/GIS/yeast_metabolomics_2017/alignments/RT1.sorted.bam" "/mnt/d/GIS/yeast_metabolomics_2017/alignments/RT2.sorted.bam" "/mnt/d/GIS/yeast_metabolomics_2017/alignments/RT3.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/mnt/d/GIS/yeast_metabolomics_2017/alignments/AE1.sorted.bam	/mnt/d/GIS/yeast_metabolomics_2017/alignments/AE2.sorted.bam	/mnt/d/GIS/yeast_metabolomics_2017/alignments/AE3.sorted.bam	/mnt/d/GIS/yeast_metabolomics_2017/alignments/RT1.sorted.bam	/mnt/d/GIS/yeast_metabolomics_2017/alignments/RT2.sorted.bam	/mnt/d/GIS/yeast_metabolomics_2017/alignments/RT3.sorted.bam
gene:YDR106W	IV	667004	667858	+	855	168	149	96	102	89	93
gene:tI(AAU)D	IV	668007	668080	-	74	1	0	0	0	1	0
gene:YDR107C	IV	669016	671034	-	2019	1429	1940	1909	1332	1195	1552
gene:YDR108W	IV	671269	673365	+	2097	2803	1710	1372	1683	1490	1810
gene:YDR109C	IV	673520	675667	-	2148	1890	1268	1151	1460	1302	1477
gene:YDR110W	IV	676102	677802	+	1701	2333	1317	1127	1775	1436	2124
gene:YDR111C	IV	678241	679764	-	1524	4750	5594	4827	4826	4881	4494
gene:YDR112W	IV	679544	679852	+	309	2	5	3	0	1	1
gene:YDR113C	IV	680496	681617	-	1122	4863	3036	1969	1565	1159	1383
gene:YDR114C	IV	681924	682226	-	303	10	40	14	13	13	17
gene:YDR115W	IV	682175	682492	+	318	1048	1083	310	856	1047	826
gene:YDR116C	IV	682724	683581	-	858	1335	1112	761	1196	1253	1480
gene:YDR117C	IV	683946	685643	-	1698	4479	2328	1412	1885	1705	2018
gene:YDR118W	IV	685882	687840	+	1959	4356	2480	1853	1262	936	1037
gene:YDR118W-A	IV	687768	687884	+	117	91	56	25	22	21	26
gene:YDR119W	IV	688227	690533	+	2307	4946	3399	3698	6696	6589	7392
gene:YDR119W-A	IV	691014	691214	+	201	4940	10540	4879	4089	6425	3822
gene:YDR120C	IV	691549	693261	-	1713	3146	1432	1027	3812	3528	4305
gene:YDR121W	IV	693585	694175	+	591	1628	1373	658	1064	1135	1174
gene:YDR122W	IV	694700	697894	+	3195	10923	9200	8206	6214	5478	6790
gene:YDR123C	IV	698554	699468	-	915	1626	928	786	1747	1507	1872
gene:YDR124W	IV	700315	701289	+	975	59	56	32	71	68	96
gene:YDR125C	IV	701397	702758	-	1362	1021	962	1076	893	737	1034
gene:YDR126W	IV	703234	704244	+	1011	801	827	584	822	708	744
gene:YDR127W	IV	704484	709250	+	4767	12540	7165	9534	22221	19194	22518
gene:YDR128W	IV	709549	712995	+	3447	3653	2611	2902	2895	2379	3025
gene:YDR129C	IV;IV	713340;715359	715247;715379	-;-	1929	12595	11062	12600	12430	12550	14118
gene:YDR130C	IV	715747	716622	-	876	2049	1365	914	1144	1097	1387
gene:YDR131C	IV	716790	718460	-	1671	1934	1375	866	1141	1173	1219
gene:YDR132C	IV	718816	720303	-	1488	2078	1292	1079	1213	1181	1308
gene:YDR133C	IV	720962	721297	-	336	195157	263795	163101	141374	145100	108342
gene:YDR135C	IV	723004	727551	-	4548	17505	9945	12062	15066	12545	16678
gene:YDR136C	IV	727711	728283	-	573	18	17	22	14	22	26
gene:YDR137W	IV	728259	730250	+	1992	3650	2450	1981	2272	1879	2502
gene:YDR138W	IV	730578	732836	+	2259	4037	2150	1996	2483	2150	2851
gene:YDR139C	IV;IV	733618;733776	733702;733924	-;-	234	957	1052	461	1402	1540	1235
gene:YDR140W	IV	734138	734803	+	666	1062	947	453	1266	1293	1138
gene:YDR141C	IV	734901	739997	-	5097	9145	6238	7570	5293	4326	6150
gene:YDR142C	IV	740473	741600	-	1128	1983	2227	1813	2115	2169	2138
gene:YDR143C	IV	742042	743874	-	1833	5201	3581	3256	4418	3976	4588
gene:YDR144C	IV	744311	746101	-	1791	1738	1306	984	1375	1314	1576
gene:YDR145W	IV	746738	748357	+	1620	5214	3232	1892	2442	2550	3107
gene:YDR146C	IV	748613	750742	-	2130	1307	952	601	988	921	1156
gene:YDR147W	IV	751631	753235	+	1605	2618	1369	973	1893	1666	1902
gene:YDR148C	IV	753675	755066	-	1392	32377	27482	24014	20116	23326	22157
gene:YDR149C	IV	755555	756262	-	708	4	4	7	3	3	2
gene:YDR150W	IV	755628	763874	+	8247	28214	18711	24975	14538	12660	16482
gene:YDR151C	IV	764178	765155	-	978	1750	1155	1021	1746	1511	1843
gene:YDR152W	IV	765706	766503	+	798	3392	1497	984	3640	3495	3993
gene:YDR153C	IV	766736	767971	-	1236	5454	2808	1825	5225	4942	6156
gene:YDR154C	IV	768403	768753	-	351	350	802	708	315	479	369
gene:YDR155C	IV	768512	769000	-	489	8304	19343	18461	8617	12998	8572
gene:YDR156W	IV	769525	769938	+	414	469	387	396	1402	1936	1326
gene:YDR157W	IV	769931	770332	+	402	10	20	17	56	66	75
gene:YDR158W	IV	770357	771454	+	1098	1407	1190	1657	3910	4712	3635
gene:YDR159W	IV	771877	775782	+	3906	5739	3583	3516	3354	3263	4183
gene:YDR160W	IV	776163	778721	+	2559	3251	2418	2072	2695	2238	2374
gene:YDR161W	IV	779043	780206	+	1164	2717	1157	864	2793	2691	3239
gene:YDR162C	IV	780390	781100	-	711	1215	970	412	665	717	830
gene:YDR163W	IV	781423	781950	+	528	904	507	132	369	320	353
gene:YDR164C	IV	782041	784215	-	2175	3483	1996	1878	2253	1884	2730
gene:YDR165W	IV	784871	786205	+	1335	3967	1542	834	5070	4920	5933
gene:YDR166C	IV	786306	789221	-	2916	7568	4831	4111	4200	3708	5057
gene:YDR167W	IV	789449	790069	+	621	1307	875	457	1167	1190	1162
gene:YDR168W	IV	790328	791848	+	1521	15035	8666	5565	4700	4244	5002
gene:YDR169C	IV	792348	793889	-	1542	4986	3618	3109	2437	2291	2914
gene:YDR169C-A	IV	794574	794723	-	150	157	135	134	125	78	95
gene:YDR170C	IV	796193	802222	-	6030	17879	10023	13125	13115	10768	14468
gene:tQ(UUG)D3	IV	802731	802802	-	72	1	2	1	1	1	4
gene:YDR171W	IV	806621	807748	+	1128	22719	24773	18289	4952	5276	5760
gene:YDR172W	IV	808324	810381	+	2058	22180	8930	8223	19030	18350	21646
gene:YDR173C	IV	810565	811632	-	1068	1243	1087	703	744	657	660
gene:YDR174W	IV	812110	812850	+	741	4116	2924	2035	3922	5118	4623
gene:YDR175C	IV	813193	814152	-	960	1906	1358	900	1265	1302	1605
gene:YDR176W	IV	814452	816560	+	2109	3867	2338	1680	1899	1576	2114
gene:YDR177W	IV	816878	817525	+	648	9305	7202	2003	3850	3925	4175
gene:YDR178W	IV	817950	818495	+	546	5436	13187	13173	9671	11167	8996
gene:YDR179C	IV	818708	819196	-	489	1478	850	71	281	432	472
gene:YDR179W-A	IV	819433	820824	+	1392	1120	967	598	1098	1127	1346
gene:YDR180W	IV	821295	825776	+	4482	11641	7073	6174	4572	3888	4989
gene:YDR181C	IV	825910	827355	-	1446	3107	1781	1017	1186	1211	1550
gene:YDR182W	IV	827582	829057	+	1476	3689	3129	2421	2601	2512	2901
gene:YDR182W-A	IV	829151	829354	+	204	178	122	49	98	96	114
gene:YDR183W	IV	829585	830277	+	693	1741	1067	466	598	591	571
gene:YDR183C-A	IV	830397	830654	-	258	119	41	10	151	156	195
gene:YDR184C	IV	830629	831513	-	885	2025	641	503	2335	2344	2860
gene:YDR185C	IV	831934	832473	-	540	358	430	236	411	470	466
gene:YDR186C	IV	832859	835492	-	2634	19105	11600	9975	13216	12312	16052
gene:YDR187C	IV	836228	836746	-	519	0	2	2	0	2	3
gene:YDR188W	IV	836421	838061	+	1641	3910	2617	2642	4857	5106	5097
gene:YDR189W	IV	838392	840392	+	2001	6429	3849	3100	3671	3213	4233
gene:YDR190C	IV	840604	841995	-	1392	5013	2591	1760	4431	4319	4915
gene:YDR191W	IV	842337	843449	+	1113	1089	1191	821	479	470	475
gene:YDR192C	IV	843569	844861	-	1293	1767	1557	992	1224	1191	1265
gene:YDR193W	IV	844554	844952	+	399	13	7	18	5	10	16
gene:YDR194C	IV	845952	847946	-	1995	11025	5800	4468	6719	7127	9821
gene:YDR194W-A	IV	848071	848223	+	153	3	1	0	0	0	1
gene:YDR195W	IV	848599	850200	+	1602	2471	1695	956	1263	1300	1605
gene:YDR196C	IV	850274	850999	-	726	3327	2859	1250	1419	1313	1478
gene:YDR197W	IV	851228	852397	+	1170	1885	1687	1180	1679	1801	1885
gene:YDR198C	IV	852533	853972	-	1440	1484	790	490	1112	1078	1410
gene:YDR199W	IV	854175	854540	+	366	1	0	3	0	6	0
gene:YDR200C	IV	854279	856093	-	1815	3187	1945	1286	1214	1221	1475
gene:YDR201W	IV	856317	856814	+	498	681	543	251	292	300	265
gene:YDR202C	IV	856898	857953	-	1056	4842	3941	2089	1755	1801	1969
gene:YDR203W	IV	857682	857999	+	318	6	11	8	5	5	6
gene:YDR204W	IV	858137	859144	+	1008	3937	5556	4660	2630	2226	2370
gene:YDR205W	IV	859346	861520	+	2175	2149	2151	2114	1734	1459	1719
gene:YDR206W	IV	862054	864708	+	2655	6477	4033	4124	5398	4795	6119
gene:YDR207C	IV	865012	867522	-	2511	6095	4434	3315	2912	2617	3153
gene:YDR208W	IV	868224	870563	+	2340	12242	9650	9592	6219	5571	7743
gene:YDR209C	IV	871036	871449	-	414	0	2	1	0	0	0
gene:YDR210W	IV	871074	871301	+	228	248	240	108	438	530	465
gene:tI(UAU)D	IV;IV	884361;884458	884397;884493	+;+	73	11	6	22	5	4	5
gene:YDR211W	IV	884727	886865	+	2139	8591	2916	2496	7604	7067	8455
gene:YDR212W	IV	887232	888911	+	1680	6730	3828	3887	8971	9911	10584
gene:YDR213W	IV	889751	892492	+	2742	2980	1462	1365	1861	1661	2411
gene:YDR214W	IV	892875	893927	+	1053	4671	3975	3807	3682	3136	3292
gene:YDR215C	IV	894089	894502	-	414	23	10	8	7	7	18
gene:YDR216W	IV	895035	899006	+	3972	28329	21958	27265	21451	19979	23417
gene:YDR217C	IV	899551	903480	-	3930	4630	2244	2165	2845	2793	3443
gene:YDR218C	IV	903781	905052	-	1272	17573	8725	3221	2891	2463	1858
gene:YDR219C	IV	905455	906852	-	1398	6406	3448	2248	2605	2430	2671
gene:YDR220C	IV	907000	907293	-	294	493	260	180	246	180	247
gene:YDR221W	IV	907330	909438	+	2109	4901	3084	2609	2016	1684	2338
gene:YDR222W	IV	910054	911301	+	1248	750	400	258	568	547	501
gene:YDR223W	IV	912099	913502	+	1404	15030	14367	8813	5751	4699	5589
gene:YDR224C	IV	914317	914712	-	396	19055	21437	5952	7356	11633	12757
gene:YDR225W	IV	915530	915928	+	399	8352	14358	6847	7580	10010	9643
gene:YDR226W	IV	916486	917154	+	669	5382	6410	4569	7315	9334	7261
gene:YDR227W	IV	917571	921647	+	4077	8204	4035	3530	3331	3091	4032
gene:YDR228C	IV	921926	923806	-	1881	3489	2176	1488	2027	1798	2252
gene:YDR229W	IV	924785	926146	+	1362	1626	1284	933	760	709	948
gene:YDR230W	IV	926223	926570	+	348	5	6	3	5	2	5
gene:YDR231C	IV	926293	926910	-	618	1709	1684	983	1068	1220	1211
gene:YDR232W	IV	927452	929098	+	1647	14110	12126	13100	31097	29329	32851
gene:YDR233C	IV	929470	930357	-	888	16763	15157	14271	14154	15965	17988
gene:YDR234W	IV	931129	933210	+	2082	4776	2331	2596	11996	11593	13494
gene:YDR235W	IV	933504	935138	+	1635	1792	1153	699	1513	1444	1662
gene:YDR236C	IV	935236	935892	-	657	507	902	750	903	907	816
gene:YDR237W	IV	936615	937493	+	879	1561	1069	806	1269	1486	1603
gene:YDR238C	IV	937895	940816	-	2922	19102	10593	10809	13025	12222	15210
gene:YDR239C	IV	941057	943420	-	2364	2981	1647	1320	1752	1681	2223
gene:YDR240C	IV	943674	945152	-	1479	1478	930	712	1237	1196	1416
gene:YDR241W	IV	945151	945438	+	288	192	224	92	203	256	178
gene:tY(GUA)D	IV;IV	946312;946365	946350;946400	+;+	75	8	4	3	8	9	6
gene:YDR242W	IV	946807	948456	+	1650	1878	1229	695	1843	1685	1769
gene:YDR243C	IV	948518	950284	-	1767	1200	671	629	930	715	1088
gene:YDR244W	IV	950563	952401	+	1839	7332	4684	3165	3185	3102	3576
gene:YDR245W	IV	952800	953981	+	1182	4716	2257	1575	4485	4418	4997
gene:YDR246W	IV	954288	954947	+	660	1889	1783	1366	999	969	1156
gene:YDR246W-A	IV	955133	955333	+	201	72	68	55	54	33	46
gene:YDR247W	IV	956013	957398	+	1386	5308	4878	4650	3473	3127	4190
gene:YDR248C	IV	957758	958339	-	582	1002	835	198	418	586	437
gene:YDR249C	IV	958681	959802	-	1122	573	599	556	824	889	886
gene:YDR250C	IV	960086	960361	-	276	10	6	1	8	10	9
gene:YDR251W	IV	960614	963106	+	2493	5395	3735	3431	3606	3370	4174
gene:YDR252W	IV	963412	963861	+	450	158	195	161	71	104	100
gene:YDR253C	IV	963990	964565	-	576	2715	1391	431	1550	1497	1579
gene:YDR254W	IV	965113	966489	+	1377	2090	1091	846	1141	1013	1203
gene:YDR255C	IV	966557	967822	-	1266	3958	3224	2675	1523	1378	1776
gene:YDR256C	IV	968133	969680	-	1548	31994	48873	39279	18309	17745	14563
gene:YDR257C	IV	969990	971474	-	1485	1464	584	451	1267	1373	1557
gene:YDR258C	IV	971808	974243	-	2436	17911	15107	16834	7275	6659	7493
gene:YDR259C	IV	974631	975782	-	1152	2841	1534	1286	2148	2189	2799
gene:YDR260C	IV	976717	977229	-	513	1332	1140	822	588	471	439
gene:YDR261C	IV	977521	979209	-	1689	1351	769	756	962	1038	1161
gene:tS(AGA)D2	IV	980974	981055	-	82	0	0	1	0	0	0
gene:tG(GCC)D2	IV	992832	992902	+	71	8	17	27	41	67	77
gene:YDR262W	IV	993134	993952	+	819	3454	4260	3992	3264	3430	3734
gene:YDR263C	IV	994242	995534	-	1293	2069	1565	902	453	400	347
gene:YDR264C	IV	996029	998323	-	2295	6055	3795	3850	4988	4086	5058
gene:YDR265W	IV	998864	999877	+	1014	880	896	723	985	849	1004
gene:YDR266C	IV	1000104	1002023	-	1920	4203	2089	1827	4955	4876	5678
gene:YDR267C	IV	1002510	1003502	-	993	521	189	277	553	570	607
gene:YDR268W	IV	1004004	1005143	+	1140	482	393	302	544	546	572
gene:YDR269C	IV	1005665	1005988	-	324	2	5	1	0	0	2
gene:YDR270W	IV	1005675	1008689	+	3015	6697	5343	5298	4929	4033	4766
gene:YDR271C	IV	1008395	1008766	-	372	1	9	4	0	5	2
gene:YDR272W	IV	1009010	1009834	+	825	4128	3951	2004	1361	1726	1874
gene:YDR273W	IV	1010176	1011273	+	1098	1699	1453	904	700	662	359
gene:YDR274C	IV	1011589	1011960	-	372	3	3	5	5	3	4
gene:YDR275W	IV	1012252	1012959	+	708	8421	8727	3551	4641	6141	5807
gene:YDR276C	IV	1013476	1013643	-	168	5902	15331	11945	6923	8621	6143
gene:YDR277C	IV	1014401	1015702	-	1302	8580	11222	13966	6733	6505	8361
gene:YDR278C	IV	1017001	1017318	-	318	0	1	2	3	5	1
gene:tE(CUC)D	IV	1017207	1017278	-	72	0	0	0	0	0	0
gene:YDR279W	IV	1019368	1020420	+	1053	2633	1790	982	1216	1304	1451
gene:YDR280W	IV	1020747	1021664	+	918	1739	1022	801	2273	2331	2463
gene:YDR281C	IV	1022007	1022321	-	315	924	1094	388	523	440	393
gene:YDR282C	IV	1023511	1024755	-	1245	1338	900	509	736	687	738
gene:YDR283C	IV	1025070	1030049	-	4980	12209	6706	7394	7766	6530	8240
gene:YDR284C	IV	1030550	1031419	-	870	2475	3279	2415	1576	1579	2093
gene:YDR285W	IV	1032436	1035063	+	2628	11713	6808	2858	922	885	1082
gene:YDR286C	IV	1035231	1035575	-	345	358	540	207	365	407	338
gene:YDR287W	IV	1035995	1036873	+	879	2375	2420	1733	1875	1834	2041
gene:YDR288W	IV	1037195	1038106	+	912	2740	1619	1054	2012	1893	2048
gene:YDR289C	IV	1038280	1039509	-	1230	2276	1059	576	1186	1108	1388
gene:YDR290W	IV	1039370	1039699	+	330	1	0	0	2	1	0
gene:YDR291W	IV	1039728	1042961	+	3234	4015	2341	2418	3449	2783	3624
gene:YDR292C	IV	1043146	1045011	-	1866	3840	1997	1545	2828	2742	3017
gene:YDR293C	IV	1045640	1049392	-	3753	36162	30237	36441	19709	16758	22763
gene:YDR294C	IV	1050459	1052228	-	1770	8471	7552	6002	6430	5980	6838
gene:YDR295C	IV	1052623	1054647	-	2025	3659	1648	1035	1388	1277	1759
gene:YDR296W	IV	1055212	1055892	+	681	1770	1459	867	1692	1786	1884
gene:YDR297W	IV	1056551	1057600	+	1050	2683	2376	1644	4850	5270	4932
gene:YDR298C	IV	1058176	1058814	-	639	3866	4397	3385	5415	6279	5682
gene:YDR299W	IV	1059627	1061231	+	1605	1840	604	541	2074	2115	2368
gene:YDR300C	IV	1061505	1062791	-	1287	2280	1051	795	2733	2752	3169
gene:YDR301W	IV	1063352	1067425	+	4074	4862	3209	3956	4190	3405	4165
gene:YDR302W	IV	1067731	1068390	+	660	841	987	378	1004	1042	946
gene:YDR303C	IV	1068729	1071386	-	2658	4820	2974	2316	2741	2537	3096
gene:YDR304C	IV	1071880	1072557	-	678	3504	5029	3624	2667	3429	3127
gene:YDR305C	IV;IV	1072746;1073402	1073312;1073488	-;-	654	1316	1266	567	622	750	782
gene:YDR306C	IV	1073735	1075171	-	1437	3330	3564	2835	1776	1851	2103
gene:tV(CAC)D	IV	1075472	1075544	-	73	3	0	2	2	3	2
gene:YDR307W	IV	1075865	1077853	+	1989	3249	3162	2244	1482	1272	1513
gene:YDR308C	IV	1078027	1078449	-	423	1068	758	264	740	699	765
gene:YDR309C	IV	1079048	1080199	-	1152	1517	620	710	1851	1753	2373
gene:YDR310C	IV	1081128	1084316	-	3189	7702	4146	4067	6248	5109	6425
gene:YDR311W	IV	1085065	1086993	+	1929	5739	3259	2694	3057	2835	3559
gene:YDR312W	IV	1087581	1088942	+	1362	2544	987	564	1724	1637	2130
gene:YDR313C	IV	1089219	1090079	-	861	3470	3667	3341	2199	1843	2276
gene:YDR314C	IV	1090433	1092511	-	2079	2934	1818	2273	1917	1708	2247
gene:YDR315C	IV	1092741	1093586	-	846	608	516	360	507	608	571
gene:YDR316W	IV	1093763	1095178	+	1416	934	459	327	650	517	727
gene:tF(GAA)D	IV;IV	1095370;1095425	1095405;1095461	-;-	73	175	161	31	56	37	22
gene:YDR317W	IV	1102184	1103428	+	1245	6364	3567	1361	1623	1317	962
gene:YDR318W	IV;IV	1103758;1103893	1103809;1104947	+;+	1107	1160	843	558	529	457	661
gene:YDR319C	IV	1105003	1105827	-	825	490	550	387	543	466	502
gene:YDR320C	IV	1106095	1108101	-	2007	1922	1440	1252	1354	1302	1676
gene:YDR320C-A	IV	1108280	1108498	-	219	817	1219	263	599	787	570
gene:YDR320W-B	IV	1108484	1108621	+	138	11	7	14	8	9	16
gene:YDR321W	IV	1108702	1109847	+	1146	997	614	586	2944	3442	3060
gene:YDR322W	IV	1110589	1111692	+	1104	1987	1413	957	2031	2235	2322
gene:YDR322C-A	IV	1112003	1112293	-	291	1007	1418	624	1834	2386	1576
gene:YDR323C	IV	1112480	1114027	-	1548	1385	922	740	617	582	702
gene:YDR324C	IV	1114433	1116763	-	2331	5289	1429	1526	7598	6679	8622
gene:YDR325W	IV	1117126	1120233	+	3108	5287	2255	1814	3808	3396	4221
gene:YDR326C	IV	1120609	1124925	-	4317	19330	9248	8753	8491	7235	9584
gene:YDR327W	IV	1125302	1125628	+	327	7	9	6	22	2	5
gene:YDR328C	IV	1125434	1126018	-	585	8048	8761	4738	6126	7321	5866
gene:YDR329C	IV	1126270	1127595	-	1326	8036	6864	5209	3794	3703	4232
gene:YDR330W	IV	1127872	1129374	+	1503	5745	4979	3771	2515	2431	2943
gene:YDR331W	IV	1129588	1130823	+	1236	2763	2288	1609	2556	2442	2572
gene:YDR332W	IV	1131001	1133070	+	2070	2176	1286	956	1434	1262	1555
gene:YDR333C	IV	1133260	1135431	-	2172	5504	3122	2483	4193	3589	4547
gene:YDR334W	IV	1135932	1140476	+	4545	13176	8033	9692	7530	6073	7645
gene:YDR335W	IV	1141168	1144842	+	3675	4828	4036	6575	4567	3689	4601
gene:YDR336W	IV	1145092	1146036	+	945	1734	1038	759	1147	1329	1552
gene:YDR337W	IV	1146319	1147179	+	861	2055	1296	591	1190	1221	1592
gene:YDR338C	IV	1147379	1149466	-	2088	2999	2470	2287	2127	1861	2246
gene:YDR339C	IV	1149951	1150520	-	570	2956	1447	544	3090	3161	3198
gene:tX(XXX)D	IV	1150842	1150941	-	100	7	5	3	6	5	8
gene:YDR340W	IV	1150881	1151183	+	303	25	34	11	41	39	31
gene:YDR341C	IV	1151803	1153626	-	1824	4553	1952	2291	6647	6006	6246
gene:YDR342C	IV	1154216	1155928	-	1713	7572	16065	21393	15000	14471	14996
gene:YDR343C	IV	1159608	1161320	-	1713	9813	25079	40414	14515	15915	14983
gene:YDR344C	IV	1162006	1162449	-	444	22	18	18	10	16	26
gene:YDR345C	IV	1162957	1164660	-	1704	5791	14895	18629	11585	10530	11229
gene:YDR346C	IV	1167214	1168659	-	1446	3761	1927	1461	3124	2906	3655
gene:YDR347W	IV	1169178	1170143	+	966	1105	799	592	1132	1246	1440
gene:YDR348C	IV	1170326	1171825	-	1500	1801	976	681	1284	1288	1663
gene:YDR349C	IV	1172386	1174176	-	1791	2680	1922	1874	3597	2946	3021
gene:tM(CAU)D	IV	1175829	1175901	+	73	3	0	0	3	0	0
gene:YDR350C	IV	1176120	1178174	-	2055	4003	3170	2557	3258	2992	3735
gene:YDR351W	IV	1178666	1181260	+	2595	6289	3152	2812	4653	3973	5471
gene:YDR352W	IV	1181801	1182754	+	954	1408	1242	1141	1496	1594	1536
gene:YDR353W	IV	1183299	1184258	+	960	3781	2908	2488	12874	13874	12346
gene:YDR354W	IV	1184747	1185889	+	1143	1979	2124	1606	3893	3919	3999
gene:YDR354C-A	IV	1185139	1185282	-	144	4	3	0	0	1	1
gene:YDR355C	IV	1186067	1186369	-	303	3	3	1	1	3	1
gene:YDR356W	IV	1186107	1188941	+	2835	4574	2843	1495	1166	1142	1423
gene:YDR357C	IV	1189199	1189567	-	369	1540	2273	504	845	913	788
gene:YDR358W	IV	1190059	1191732	+	1674	7682	6153	3661	2291	2120	2767
gene:YDR359C	IV	1191936	1194884	-	2949	8372	6447	6093	3254	2724	3435
gene:YDR360W	IV	1194598	1195032	+	435	0	0	0	4	1	4
gene:YDR361C	IV	1195412	1196263	-	852	2800	1271	885	3196	3479	3668
gene:YDR362C	IV	1196679	1198697	-	2019	2093	1338	1108	1871	1695	2195
gene:YDR363W	IV	1199183	1200553	+	1371	1530	978	1222	1252	1223	1517
gene:tK(CUU)D1	IV	1201750	1201822	+	73	0	0	3	3	0	0
gene:YDR363W-A	IV	1202128	1202397	+	270	3439	3393	616	1613	1681	1450
gene:YDR364C	IV	1202843	1204210	-	1368	2654	1433	1159	2614	2387	2487
gene:YDR365C	IV	1204497	1206383	-	1887	5849	1336	1017	5789	5626	6542
gene:YDR366C	IV	1212438	1212836	-	399	8	4	3	6	4	2
gene:YDR367W	IV;IV	1212848;1212979	1212877;1213614	+;+	666	1136	1788	982	1218	1523	1306
gene:YDR368W	IV	1213904	1214842	+	939	4153	6015	3695	2992	3345	3303
gene:YDR369C	IV	1215016	1217580	-	2565	2743	1866	1481	1150	1010	1439
gene:YDR370C	IV	1217782	1219110	-	1329	1535	1024	543	997	991	1071
gene:YDR371W	IV	1219413	1220948	+	1536	10586	6084	4240	3830	2470	1806
gene:YDR371C-A	IV	1219509	1219613	-	105	0	2	0	3	0	6
gene:YDR372C	IV	1221112	1222149	-	1038	7582	4377	2251	5196	5210	6503
gene:YDR373W	IV	1222759	1223331	+	573	1442	1695	645	1241	1545	1318
gene:YDR374C	IV	1223474	1224394	-	921	8704	7349	2769	1138	1142	986
gene:YDR374W-A	IV	1224757	1225026	+	270	499	669	201	337	344	179
gene:YDR375C	IV	1225166	1226536	-	1371	1422	1281	753	1171	1346	1656
gene:YDR376W	IV	1226822	1228303	+	1482	1731	1268	964	1339	1215	1622
gene:YDR377W	IV	1228611	1228916	+	306	3135	5177	3052	4274	5446	4473
gene:YDR378C	IV	1229349	1229609	-	261	984	1414	684	1139	1276	962
gene:YDR379W	IV	1230167	1233196	+	3030	7077	4697	3227	3217	3062	3763
gene:YDR379C-A	IV	1233278	1233517	-	240	760	1877	623	481	631	542
gene:YDR380W	IV	1234218	1236125	+	1908	54231	34228	15853	16821	13069	7784
gene:YDR381W	IV;IV	1236558;1237609	1236842;1238004	+;+	681	11571	10782	7225	7915	8461	9564
gene:YDR381C-A	IV;IV	1238312;1238825	1238630;1238850	-;-	345	639	610	295	588	524	635
gene:YDR382W	IV	1239492	1239824	+	333	3802	4066	3287	12306	19523	13271
gene:YDR383C	IV	1239960	1240676	-	717	953	683	236	442	490	577
gene:YDR384C	IV	1241204	1242031	-	828	10476	15085	13687	9482	11825	8921
gene:YDR385W	IV	1243230	1245758	+	2529	25748	17653	22446	41906	43487	45051
gene:YDR386W	IV	1246084	1247982	+	1899	1901	1234	824	703	657	905
gene:YDR387C	IV	1248154	1249821	-	1668	952	1245	1350	1443	1223	1528
gene:YDR388W	IV	1250186	1251634	+	1449	5375	5558	5276	4808	4872	5924
gene:YDR389W	IV	1252537	1254501	+	1965	7006	4834	4257	4631	4156	4883
gene:YDR390C	IV	1254937	1256847	-	1911	3903	2522	1731	2707	2331	2911
gene:tG(CCC)D	IV	1257008	1257079	-	72	0	0	2	0	2	0
gene:YDR391C	IV	1257358	1258056	-	699	1308	1637	854	1282	1237	1209
gene:YDR392W	IV	1258696	1259709	+	1014	1199	781	522	802	600	778
gene:YDR393W	IV	1259901	1261271	+	1371	2112	1367	872	1149	1080	1362
gene:YDR394W	IV	1261681	1262967	+	1287	14216	11551	7247	7970	8467	8925
gene:YDR395W	IV	1263324	1266158	+	2835	14992	5986	5763	15864	14222	16790
gene:YDR396W	IV	1266295	1266795	+	501	32	29	17	35	29	58
gene:YDR397C	IV;IV	1266366;1266862	1266769;1266898	-;-	441	2066	1932	857	2296	2664	2459
gene:YDR398W	IV	1267471	1269402	+	1932	4238	1504	1867	6591	6130	8061
gene:YDR399W	IV	1270068	1270733	+	666	10564	4927	3448	21926	23859	22299
gene:YDR400W	IV	1271063	1272085	+	1023	1479	1154	803	1541	1567	1572
gene:YDR401W	IV	1272223	1272786	+	564	22	34	24	69	55	74
gene:YDR402C	IV	1272234	1273703	-	1470	1325	913	572	368	285	201
gene:YDR403W	IV	1274602	1276212	+	1611	3749	3096	1801	1412	1091	737
gene:YDR404C	IV	1276654	1277169	-	516	932	1314	871	1242	1314	1478
gene:YDR405W	IV	1277646	1278437	+	792	2687	1888	1251	1232	1314	1368
gene:YDR406W	IV	1279210	1283799	+	4590	4840	4763	6245	3931	3636	4228
gene:YDR406W-A	IV	1283799	1284044	+	246	36	46	49	26	34	38
